KD_OBAT,NAMA,Category,Subcategory,BrandGroup,Manufacturer
R-2654,CATTUN BUD,Medical Supplies & Devices,Medical Supply,Cattun,P-000
R-2655,Cavafix Certo C.338 G16 (x),Medical Supplies & Devices,Medical Supply,Cavafix,P-000
R-2656,CAVAFIX G 16 C.275 BBRAUN (salah),Medical Supplies & Devices,Medical Supply,Cavafix,P-000
R-2657,CEDANTRON INJ 8MG,Injectables & Hospital Care,Vial/Injection,Cedantron,P-000
R-2658,CEFEPIME INJ,Antibiotics & Anti-infectives,Vial/Injection,Cefepime,P-000
R-2659,CEFILA 100 CAP,Antibiotics & Anti-infectives,Capsule,Cefila,P-000
R-2660,CEFINOV INJ,Antibiotics & Anti-infectives,Vial/Injection,Cefinov,P-000
R-2661,CEFORIN INJ,Antibiotics & Anti-infectives,Vial/Injection,Ceforin,P-000
R-2662,CEFRAZ INJ 1 GR,Antibiotics & Anti-infectives,Vial/Injection,Cefraz,P-000
R-2663,CEFSIX 1GR INJ,Antibiotics & Anti-infectives,Vial/Injection,Cefsix,P-000
R-2664,CEFTUM 0,Antibiotics & Anti-infectives,Vial/Injection,Ceftum,P-000
R-2665,Celestoderm VG Cream 10 Gr,Dermatology & Topical,Cream/Topical,Celestoderm,P-000
R-2666,Cendo atropin sulfas 1%,General Medicine,Other,Cendo,P-000
R-2667,CENDO BERRY TAB,General Medicine,Tablet,Cendo,P-000
R-2668,CENDO GLAUPEN ED,General Medicine,Other,Cendo,P-000
R-2669,CENDO HYALUB 0,General Medicine,Other,Cendo,P-000
R-2670,CENDO L F X MDS,General Medicine,Other,Cendo,P-000
R-2671,Cendo Lubricen eye oint,General Medicine,Other,Cendo,P-000
R-2672,CENDO MYDRIATYL 1%,General Medicine,Other,Cendo,P-000
R-2673,CENDO OPHTALGON ED,General Medicine,Other,Cendo,P-000
R-2674,CENDO PROTAGENTA ED,General Medicine,Other,Cendo,P-000
R-2675,CENDO REPITHELMD,General Medicine,Other,Cendo,P-000
R-2676,Cendo Tobro ED,General Medicine,Other,Cendo,P-000
R-2677,CENDO TOBRO MDS,General Medicine,Other,Cendo,P-000
R-2678,CENDO VITROLENTA ED,General Medicine,Other,Cendo,P-000
R-2679,CENDRID ZALF MATA,General Medicine,Other,Cendrid,P-000
R-2680,Cepraz injeksi,Injectables & Hospital Care,Vial/Injection,Cepraz,P-000
R-2681,Ceradolan injeksi,Injectables & Hospital Care,Vial/Injection,Ceradolan,P-000
R-2682,CEREBROFORT GOLD SYR,General Medicine,Syrup,Cerebrofort,P-000
R-2683,CEREBROFORT SYR,General Medicine,Syrup,Cerebrofort,P-000
R-2684,CEREMAX INFUS 50ML,Injectables & Hospital Care,Vial/Injection,Ceremax,P-000
R-2685,Cerplast 45 x 200 (salah),General Medicine,Other,Cerplast,P-000
R-2686,Cerplast AFL 45 x 200 (salah),Medical Supplies & Devices,Medical Supply,Cerplast,P-000
R-2687,Cerplast Digitip,General Medicine,Other,Cerplast,P-000
R-2688,Certofix Duo V720(double Lumen) (salah),Medical Supplies & Devices,Medical Supply,Certofix,P-000
R-2689,Certofix Trio V 720 Bbraun (salah),Medical Supplies & Devices,Medical Supply,Certofix,P-000
R-2690,Cervical collar (salah),General Medicine,Other,Cervical,P-000
R-2691,CETALGIN TAB,General Medicine,Tablet,Cetalgin,P-000
R-2692,CHIROCAINE 5.0MG/ML,Injectables & Hospital Care,Vial/Injection,Chirocaine,P-000
R-2693,Chloretyl Walter Ritter (salah),General Medicine,Other,Chloretyl,P-000
R-2694,CHROMALUX TAB,General Medicine,Tablet,Chromalux,P-000
R-2695,CIFLOS 500 MG TABLET,General Medicine,Tablet,Ciflos,P-000
R-2696,CISPLATIN 10MG/20ML,Oncology & Specialty,Vial/Injection,Cisplatin,P-000
R-2697,CISPLATIN 50MG/100ML,Oncology & Specialty,Vial/Injection,Cisplatin,P-000
R-2698,CITAZ 100MG,General Medicine,Tablet,Citaz,P-000
R-2699,CLOFORAN 1GR,Injectables & Hospital Care,Vial/Injection,Cloforan,P-000
R-2700,Cloracef 500 tablet,Antibiotics & Anti-infectives,Tablet,Cloracef,P-000
R-2701,CLOVECONEVTOR,Medical Supplies & Devices,Medical Supply,Cloveconevtor,P-000
R-2702,COARTEM 20/120 MG,General Medicine,Tablet,Coartem,P-000
R-2703,CODEIN 10MG,General Medicine,Tablet,Codein,P-000
R-2704,COLERGIS SYR 60ML,General Medicine,Syrup,Colergis,P-000
R-2705,COLLACURE 50X50X5 MM,Medical Supplies & Devices,Medical Supply,Collacure,P-000
R-2706,COLOSTOMI BAG F3 (x),Medical Supplies & Devices,Medical Supply,Colostomi,P-000
R-2707,COLOSTOMI BAG F5 DANSAC (salah),Medical Supplies & Devices,Medical Supply,Colostomi,P-000
R-2708,COLOSTOMI BAG F5 KULDESAC (salah),Medical Supplies & Devices,Medical Supply,Colostomi,P-000
R-2709,Comafusin hepar,General Medicine,Other,Comafusin,P-000
R-2710,Combantrin Jeruk,General Medicine,Other,Combantrin,P-000
R-2711,CONDOM CATH L (salah),Medical Supplies & Devices,Medical Supply,Condom,P-000
R-2712,CONDOM CATH M (salah),Medical Supplies & Devices,Medical Supply,Condom,P-000
R-2713,CONDOM CATH S (salah),Medical Supplies & Devices,Medical Supply,Condom,P-000
R-2714,Conver 2% 15ml Ed,General Medicine,Other,Conver,P-000
R-2715,CORTIDEX INJEKSI,Injectables & Hospital Care,Vial/Injection,Cortidex,P-000
R-2716,CORTIDEX TAB,General Medicine,Tablet,Cortidex,P-000
R-2717,Costil tablet,General Medicine,Tablet,Costil,P-000
R-2718,COXAVIT,Vitamins & Supplements,Tablet,Coxavit,P-000
R-2719,COZAAR TAB FC 50 MG,General Medicine,Tablet,Cozaar,P-000
R-2720,CRIPSA TAB,General Medicine,Tablet,Cripsa,P-000
R-2721,Cupanol syr,General Medicine,Syrup,Cupanol,P-000
R-2722,Curtaf tablet,General Medicine,Tablet,Curtaf,P-000
R-2723,CVP MANOMETER (salah),Medical Supplies & Devices,Medical Supply,Cvp,P-000
R-2724,D teck cromic 2 0,Medical Supplies & Devices,Medical Supply,D,P-000
R-2725,DAKTARIN CREAM 5 GR,Dermatology & Topical,Cream/Topical,Daktarin,P-000
R-2726,DAKTARIN DIAPER OINT,General Medicine,Other,Daktarin,P-000
R-2727,Daktarin Oral Gel,Dermatology & Topical,Cream/Topical,Daktarin,P-000
R-2728,DALFAROL 400,General Medicine,Tablet,Dalfarol,P-000
R-2729,DANALGIN TAB,General Medicine,Tablet,Danalgin,P-000
R-2730,DARYACEF INJ,Antibiotics & Anti-infectives,Vial/Injection,Daryacef,P-000
R-2731,DARYANTULLE,General Medicine,Other,Daryantulle,P-000
R-2732,DECAIN 4 ML,Injectables & Hospital Care,Vial/Injection,Decain,P-000
R-2733,DECODERM 10MG,General Medicine,Other,Decoderm,P-000
R-2734,DECUBAL 40 GR,General Medicine,Other,Decubal,P-000
R-2735,Deflamat CR 100,General Medicine,Tablet,Deflamat,P-000
R-2736,DEISORALET 10CC,General Medicine,Other,Deisoralet,P-000
R-2737,Delsoralen 10cc Aqua 90cc,General Medicine,Other,Delsoralen,P-000
R-2738,Delta Dry 4 Inchi (salah),General Medicine,Other,Delta,P-000
R-2739,Delta Lite 3 Inchi (salah),General Medicine,Other,Delta,P-000
R-2740,Delta Lite 4 Inchi BSN (salah),General Medicine,Other,Delta,P-000
R-2741,"Delta Lite Conformable 5"" BSN (salah),",General Medicine,Other,Delta,178250
R-2742,Deltalite 5 inch (x),General Medicine,Other,Deltalite,P-000
R-2743,DERMAKEL GEL 19G,Dermatology & Topical,Cream/Topical,Dermakel,P-000
R-2744,DERMAKEL KIDS GEL 19G,Dermatology & Topical,Cream/Topical,Dermakel,P-000
R-2745,DERMATIX CR,General Medicine,Other,Dermatix,P-000
R-2746,DERMOVEL 10 GR,General Medicine,Other,Dermovel,P-000
R-2747,DERMOVEL 5 GR CR,General Medicine,Other,Dermovel,P-000
R-2748,DESOLEX 5GR,General Medicine,Other,Desolex,P-000
R-2749,DESOLEX N CR 10 GR,General Medicine,Other,Desolex,P-000
R-2750,Diabetasol Vanila,General Medicine,Other,Diabetasol,P-000
R-2751,DIAMICRON MR,General Medicine,Tablet,Diamicron,P-000
R-2752,DIONICOL 500 MG CAP,General Medicine,Capsule,Dionicol,P-000
R-2753,DIOVAN 40,General Medicine,Tablet,Diovan,P-000
R-2754,DIOVAN 80 TAB,General Medicine,Tablet,Diovan,P-000
R-2755,dISCOFIX 3WAY STOP COCK bBRAUN (x),Medical Supplies & Devices,Medical Supply,Discofix,P-000
R-2756,Disp Spuit 10 cc PD,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2757,Disp Spuit 1 cc PD,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2758,Disp Spuit 3 cc PD,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2759,Disp Spuit 5 cc PD,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2760,Disp Spuit 1 cc Onemed,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2761,Disp spuit 1 cc Stera,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2762,Disp Spuit 10cc Unzen,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2763,Disp Spuit 1cc Terumo,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2764,Disp spuit 20cc  LP B Braun,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2765,Disp Spuit 3 cc Nipro,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2766,Disp spuit 3 cc unionex,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2767,Disp spuit 3 cc Unzen,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2768,Disp spuit 5 cc Unzen,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2769,Disp spuit 50 cc Onemed LP,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2770,Disp spuit 50cc LP B Braun,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2772,Disp.Spuit 20cc Unzen LP,Medical Supplies & Devices,Medical Supply,Disp,P-000
R-2773,DIVASK 5 MG TAB,General Medicine,Tablet,Divask,P-000
R-2774,DOLANES CREAM,Dermatology & Topical,Cream/Topical,Dolanes,P-000
R-2775,DOLONES CREAM,Dermatology & Topical,Cream/Topical,Dolones,P-000
R-2776,DOLOSCANEURON,General Medicine,Tablet,Doloscaneuron,P-000
R-2777,DOMETA SYRUP 60 ML,General Medicine,Syrup,Dometa,P-000
R-2778,DOMPERIDONE SYR,Gastrointestinal,Syrup,Domperidone,P-000
R-2779,Dulcolactol syrup,General Medicine,Syrup,Dulcolactol,P-000
R-2780,DUMIN SYR 60ML,General Medicine,Syrup,Dumin,P-000
R-2781,DUMOCALCIN PLUS,General Medicine,Tablet,Dumocalcin,P-000
R-2782,Durogesic 12mg ,General Medicine,Other,Durogesic,P-000
R-2783,Duvadilan amp,Injectables & Hospital Care,Vial/Injection,Duvadilan,P-000
R-2784,E-ZOX 1 GR,Injectables & Hospital Care,Vial/Injection,E,P-000
R-2785,ECLID 100MG TAB,General Medicine,Tablet,Eclid,P-000
R-2786,ECLID 50MG TAB,General Medicine,Tablet,Eclid,P-000
R-2787,ECRON 4 MG,Injectables & Hospital Care,Vial/Injection,Ecron,P-000
R-2788,EDTA ED,General Medicine,Other,Edta,P-000
R-2789,Elastomul 10cmx4m (x),General Medicine,Other,Elastomul,P-000
R-2790,ELIDEL CREAM 10 GR,Dermatology & Topical,Cream/Topical,Elidel,P-000
R-2791,ELOX CREAM 5GR,Dermatology & Topical,Cream/Topical,Elox,P-000
R-2792,ELZAR 300 MG,General Medicine,Capsule,Elzar,P-000
R-2793,ENDROLIN 3.75 Mg,Injectables & Hospital Care,Vial/Injection,Endrolin,P-000
R-2794,ENERCORE 5 SACH,General Medicine,Other,Enercore,P-000
R-2795,ENSURE COKLAT 400GR,General Medicine,Other,Ensure,P-000
R-2796,ENTRAMIX VANILA,General Medicine,Other,Entramix,P-000
R-2797,ENTRASOL GOLD VANILA,General Medicine,Other,Entrasol,P-000
R-2798,ENZIMTEN,General Medicine,Capsule,Enzimten,P-000
R-2799,EPIDURAL SET (x),Medical Supplies & Devices,Medical Supply,Epidural,P-000
R-2800,EPISAN SYR,General Medicine,Syrup,Episan,P-000
R-2801,ERADIX INJ 1GR,Injectables & Hospital Care,Vial/Injection,Eradix,P-000
R-2802,ERLAMYCETIN TTS MATA,General Medicine,Other,Erlamycetin,P-000
R-2803,ERYMED CR,General Medicine,Other,Erymed,P-000
R-2804,ERYMED SOLUTION 30 ML,General Medicine,Other,Erymed,P-000
R-2805,ERYSANBE 200MG,General Medicine,Tablet,Erysanbe,P-000
R-2806,Esfolat 10,General Medicine,Tablet,Esfolat,P-000
R-2807,ESPERSON CREAM (B),Dermatology & Topical,Cream/Topical,Esperson,P-000
R-2808,ETADRYL INJ,Injectables & Hospital Care,Vial/Injection,Etadryl,P-000
R-2809,ETAMIDON INJ,Injectables & Hospital Care,Vial/Injection,Etamidon,P-000
R-2810,ETOPOSID 100,Injectables & Hospital Care,Vial/Injection,Etoposid,P-000
R-2811,ETT 6,Medical Supplies & Devices,Medical Supply,Ett,P-000
R-2812,ETT 7 (x),Medical Supplies & Devices,Medical Supply,Ett,P-000
R-2813,ETT 7,Medical Supplies & Devices,Medical Supply,Ett,P-000
R-2814,ETT no 8 (x),Medical Supplies & Devices,Medical Supply,Ett,P-000
R-2815,Euphyllin Retard Mite tab,General Medicine,Tablet,Euphyllin,P-000
R-2816,EVALEN GEL 10GR,Dermatology & Topical,Cream/Topical,Evalen,P-000
R-2817,Extention Tube 150cm,Medical Supplies & Devices,Medical Supply,Extention,P-000
R-2818,EXTENTION TUBE 50CM 1,Medical Supplies & Devices,Medical Supply,Extention,P-000
R-2819,EXTENTION TUBE 50cm. 1,Medical Supplies & Devices,Medical Supply,Extention,P-000
R-2820,FAMOCID 40 MG,General Medicine,Tablet,Famocid,P-000
R-2821,FARBIVEN INJ,Injectables & Hospital Care,Vial/Injection,Farbiven,P-000
R-2822,Farbivent neb,Injectables & Hospital Care,Vial/Injection,Farbivent,P-000
R-2823,FARGOXIN INJ,Injectables & Hospital Care,Vial/Injection,Fargoxin,P-000
R-2824,Farismol syr,General Medicine,Syrup,Farismol,P-000
R-2825,Farmabes injeksi,Injectables & Hospital Care,Vial/Injection,Farmabes,P-000
R-2826,FARMADOL INFUS,Injectables & Hospital Care,Vial/Injection,Farmadol,P-000
R-2828,FEEDING TUBE 3,Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-2829,Feeding Tube Fr 8 Terumo (x),Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-2830,Feeding Tube JMS ( 10 FR X 120 CM ) (x),Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-2831,FELDEN 20 TAB,General Medicine,Tablet,Felden,P-000
R-2832,FEMARA TAB,General Medicine,Tablet,Femara,P-000
R-2833,FENSIPROS,General Medicine,Tablet,Fensipros,P-000
R-2834,FERLIN SYR,General Medicine,Syrup,Ferlin,P-000
R-2835,FERRIZ DROP,General Medicine,Drops,Ferriz,P-000
R-2836,FERRIZ SYR,General Medicine,Syrup,Ferriz,P-000
R-2837,FEXOFED TAB,General Medicine,Tablet,Fexofed,P-000
R-2838,Flamicort 40mg/ml IM,Injectables & Hospital Care,Vial/Injection,Flamicort,P-000
R-2839,FLAMICORT-10MG/ML IAD,Injectables & Hospital Care,Vial/Injection,Flamicort,P-000
R-2840,FLEET PHOSPHOSODA,General Medicine,Other,Fleet,P-000
R-2841,FLOXID TAB,General Medicine,Tablet,Floxid,P-000
R-2842,FLUARIX 0.5ML,Respiratory & Allergy,Vial/Injection,Fluarix,P-000
R-2843,Fluconazole Infus,Antibiotics & Anti-infectives,Vial/Injection,Fluconazole,P-000
R-2844,FLUIMUCIL 600 MG TAB,Respiratory & Allergy,Tablet,Fluimucil,P-000
R-2845,FLUIMUCIL EFF 600,Respiratory & Allergy,Tablet,Fluimucil,P-000
R-2846,FLUTAMOL TAB,Respiratory & Allergy,Tablet,Flutamol,P-000
R-2847,FLUXUM 0,Respiratory & Allergy,Vial/Injection,Fluxum,P-000
R-2848,FLUXUM 0,Respiratory & Allergy,Vial/Injection,Fluxum,P-000
R-2849,FOLLEY CATH 10 SHICON (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2850,FOLLEY CATH 12 SHICON (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2851,FOLLEY CATH 14 (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2852,FOLLEY CATH 16 rusch (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2853,FOLLEY CATH 18 LATEX (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2854,Folley cath 18 rusch (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2855,FOLLEY CATH 20 SHICON (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2856,Folley cath 2way no.6 rusch (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2857,Folley Cath 3 Way No. 24 Rusch (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2858,FOLLEY CATH 8 SHICON (x),Injectables & Hospital Care,Vial/Injection,Folley,P-000
R-2859,FOLLEY CATH NO.10 RUSCH (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2860,Folley Cath No.6 Shicon (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2861,Folley cath no.8 rusch (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2862,Folley cathther 22 (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2863,Folley Chateter No. 16 Shicon (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2864,Folley Chateter No.18 Shicon (x),Medical Supplies & Devices,Medical Supply,Folley,P-000
R-2865,FOLLY CATHTHER 24 ROYAL (x),Injectables & Hospital Care,Vial/Injection,Folly,P-000
R-2866,FORASMA SYRUP,General Medicine,Syrup,Forasma,P-000
R-2867,FORDERM TAB,General Medicine,Tablet,Forderm,P-000
R-2868,Forgesic cap,General Medicine,Capsule,Forgesic,P-000
R-2869,FORMALIN 37% ,General Medicine,Other,Formalin,P-000
R-2870,FORMUNO KAPLET,General Medicine,Tablet,Formuno,P-000
R-2871,FORMYCO 200 TAB,General Medicine,Tablet,Formyco,P-000
R-2872,FOSRENOL Tab,General Medicine,Tablet,Fosrenol,P-000
R-2873,FREGO 10 MG TAB,General Medicine,Tablet,Frego,P-000
R-2874,FUNGISTOP 500MG,General Medicine,Tablet,Fungistop,P-000
R-2875,GASTROFER INJ 40MG,Injectables & Hospital Care,Vial/Injection,Gastrofer,P-000
R-2876,GENALTEN SK,General Medicine,Other,Genalten,P-000
R-2877,GENTAMICIN CR,Antibiotics & Anti-infectives,Other,Gentamicin,P-000
R-2878,GETIDIN INJ,Injectables & Hospital Care,Vial/Injection,Getidin,P-000
R-2879,GLAUCON TAB,General Medicine,Tablet,Glaucon,P-000
R-2880,GLAUPEN MDS,General Medicine,Other,Glaupen,P-000
R-2881,Glicofil Lac FU774RAV (x),Medical Supplies & Devices,Medical Supply,Glicofil,P-000
R-2882,Gliserin 100 ml,General Medicine,Other,Gliserin,P-000
R-2883,GLISEROL 10% 500ML,General Medicine,Other,Gliserol,P-000
R-2884,GLUCOPHAGE XR TAB,General Medicine,Tablet,Glucophage,P-000
R-2885,GLUTROP TAB,General Medicine,Tablet,Glutrop,P-000
R-2886,GLYCEROL 150 ML,General Medicine,Other,Glycerol,P-000
R-2887,GLYCEROL 20CC,General Medicine,Other,Glycerol,P-000
R-2888,GLYCORE CREAM 8,Dermatology & Topical,Cream/Topical,Glycore,P-000
R-2889,Govotil 5 mg,General Medicine,Tablet,Govotil,P-000
R-2890,GRANON 1MG INJ,Injectables & Hospital Care,Vial/Injection,Granon,P-000
R-2891,GRATAMIN TAB,General Medicine,Tablet,Gratamin,P-000
R-2892,GRISEOFULVIN 500 MG TAB,General Medicine,Tablet,Griseofulvin,P-000
r-2893,Guedel No 3 Rusch (x),Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-2894,Guedel No. 4 (DNR) (salah),Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-2895,Guedel No. 5 (salah),Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-2896,GUEDEL NO. 6 (salah),Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-2897,Guedel No.4 Rusch (salah),Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-2898,GYPSONA 4 INCH (salah),Medical Supplies & Devices,Medical Supply,Gypsona,P-000
R-2899,H2 O2 3 %,General Medicine,Other,H,P-000
R-2900,HALDOL 50MG/ML INJ,Injectables & Hospital Care,Vial/Injection,Haldol,P-000
R-2901,HALDOL DECANOAS,Injectables & Hospital Care,Vial/Injection,Haldol,P-000
R-2902,Handscon 7 Lucky (salah),Medical Supplies & Devices,Medical Supply,Handscon,P-000
R-2903,Handscon 7,Medical Supplies & Devices,Medical Supply,Handscon,P-000
R-2904,Handscoon 8 Lucky (salah),General Medicine,Other,Handscoon,P-000
R-2905,Handscoond No 7 Steril (salah),General Medicine,Other,Handscoond,P-000
R-2906,Hansaplast biasa (salah),General Medicine,Other,Hansaplast,P-000
R-2907,HAPSEN  Tab,General Medicine,Tablet,Hapsen,P-000
R-2908,HAVRIX 720 JUNIOR,Injectables & Hospital Care,Vial/Injection,Havrix,P-000
R-2909,HB-VIT,Vitamins & Supplements,Tablet,Hb,P-000
R-2910,HEPAMAX TAB,General Medicine,Tablet,Hepamax,P-000
R-2911,HEXADOL 120 ML,General Medicine,Other,Hexadol,P-000
R-2912,HISTRIN SYR,General Medicine,Syrup,Histrin,P-000
R-2913,HISTRIN SYR,General Medicine,Syrup,Histrin,P-000
R-2914,HISTRIN TAB,General Medicine,Tablet,Histrin,P-000
R-2915,Hypafix 10 x 5 (x),General Medicine,Other,Hypafix,P-000
R-2916,HYPAFIX 15CM X 5M (x),General Medicine,Other,Hypafix,P-000
R-2917,Hypafix 20cm x 5m (salah),General Medicine,Other,Hypafix,P-000
R-2918,HYPAFIX 5cm x 5m (salah),General Medicine,Other,Hypafix,P-000
R-2919,HYPOBHAC 200,Injectables & Hospital Care,Vial/Injection,Hypobhac,P-000
R-2920,IKAMICETIN SALEP MATA,Dermatology & Topical,Ointment/Topical,Ikamicetin,P-000
R-2921,Impugan tab,General Medicine,Tablet,Impugan,P-000
R-2922,INADRYL SYR,General Medicine,Syrup,Inadryl,P-000
R-2923,INCIDAL TAB,General Medicine,Tablet,Incidal,P-000
R-2924,INFANRIX IPV HIB,Injectables & Hospital Care,Syrup,Infanrix,P-000
R-2925,INFUS SET DEWASA AMS (x),Medical Supplies & Devices,Medical Supply,Infus,P-000
R-2926,INFUS SET MACRO (x),Medical Supplies & Devices,Medical Supply,Infus,P-000
R-2927,INFUS SET MACRO OTSUKA (x),Medical Supplies & Devices,Medical Supply,Infus,P-000
R-2928,INFUS SET MICRO (salah),Medical Supplies & Devices,Medical Supply,Infus,P-000
R-2929,INFUSAN D5% 100ML,Injectables & Hospital Care,Vial/Injection,Infusan,P-000
R-2930,INFUSAN NS 100 ML,Injectables & Hospital Care,Vial/Injection,Infusan,P-000
R-2931,INFUSAN RL SP,Injectables & Hospital Care,Vial/Injection,Infusan,P-000
R-2932,INTERQUIN 5%,General Medicine,Other,Interquin,P-000
R-2933,Introcan G 18 x 1 1/4 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2934,INTROCAN G 22 X 1 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2935,Introcan G18x1 3\\4 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2936,Introcan G20 x1 1/4 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2937,Introcan G24 x 3/4 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2938,introcan Safety G20 x 1 1/4 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2939,Introcan Safety G22 x 1 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2940,Introcan safety G24 x 3/4 (salah),Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-2941,IODINE POVIDON 30ML,General Medicine,Other,Iodine,P-000
R-2942,IODIUM,General Medicine,Other,Iodium,P-000
R-2943,Iodosorb Powder,General Medicine,Other,Iodosorb,P-000
R-2944,IRETENSA 300 TAB,General Medicine,Tablet,Iretensa,P-000
R-2946,Isoniazide 300,General Medicine,Tablet,Isoniazide,P-000
R-2947,ISORBID INJ,Injectables & Hospital Care,Vial/Injection,Isorbid,P-000
R-2948,ISPRINOL SYR,General Medicine,Syrup,Isprinol,P-000
R-2949,ISPRINOL TAB,General Medicine,Tablet,Isprinol,P-000
R-2950,IV Catheter  22 Terumo (salah),Medical Supplies & Devices,Medical Supply,Iv,P-000
R-2951,Iv Catheter 18 (x),Medical Supplies & Devices,Medical Supply,Iv,P-000
R-2952,IV Catheter 24 Terumo (salah),Medical Supplies & Devices,Medical Supply,Iv,P-000
R-2953,IV. CATHETER 20 (salah),Medical Supplies & Devices,Medical Supply,Iv,P-000
R-2954,JF SULFUR,General Medicine,Other,Jf,P-000
R-2955,Juvelon cap,General Medicine,Capsule,Juvelon,P-000
R-2956,KALMECO 500 TAB,General Medicine,Tablet,Kalmeco,P-000
